dates;A
24.11.2008;0.00239367788458106
25.11.2008;0.00178009302378393
26.11.2008;0.0011712970993764
01.12.2008;0.00119496207741243
02.12.2008;0.00201996266837954
03.12.2008;0.00226627310753589
04.12.2008;0.00201833614106984
05.12.2008;0.00150854799038976
08.12.2008;0.000676182281836879
09.12.2008;0.00145402340559062
10.12.2008;0.00141931641997602
11.12.2008;0.000910300663793736
12.12.2008;0.00196977958454932
15.12.2008;0.001008171480229
16.12.2008;0.000625208488490323
17.12.2008;0.00109256392125822
18.12.2008;0.000785789139249818
19.12.2008;0.000694390582628543
22.12.2008;0.000414080918349369
23.12.2008;0.000731181052437011
26.12.2008;9.92082816043319e-05
29.12.2008;0.000541858906609519
30.12.2008;0.000210891832879486
31.12.2008;0.000484068906552287
02.01.2009;0.000543464428628975
05.01.2009;0.000707538197402781
06.01.2009;0.00110601052665115
07.01.2009;0.000467920591805792
08.01.2009;0.000932381770987246
09.01.2009;0.00097387673025187
12.01.2009;0.000419212990993088
13.01.2009;0.000616988749141767
14.01.2009;0.00053374059426176
15.01.2009;0.000809981881720858
16.01.2009;0.00117897384349663
20.01.2009;0.0014194562028869
21.01.2009;0.000771732558159644
22.01.2009;0.00120033590844184
23.01.2009;0.00153004844400669
26.01.2009;0.00108671452604763
27.01.2009;0.00109525704307241
28.01.2009;0.00105059513189394
29.01.2009;0.000507383082762237
30.01.2009;0.000605602678115732
02.02.2009;0.00041071091496693
03.02.2009;0.000532607298495579
04.02.2009;0.000524737849227024
05.02.2009;0.00107935041729158
06.02.2009;0.000753894712000452
09.02.2009;0.000550096261818912
10.02.2009;0.000738464150289919
11.02.2009;0.000453398805211537
12.02.2009;0.000828028571003119
13.02.2009;0.000687248332597378
17.02.2009;0.0013304748636408
18.02.2009;0.00351763831473999
19.02.2009;0.000476630486340194
20.02.2009;0.00107055264386208
23.02.2009;0.000954246876274564
24.02.2009;0.00108808900951371
25.02.2009;0.00136640040469674
26.02.2009;0.00129947833552704
27.02.2009;0.00132456255901642
02.03.2009;0.000895466409370132
03.03.2009;0.00162154392189846
04.03.2009;0.00109747778066703
05.03.2009;0.00101088262921436
06.03.2009;0.00191113480187212
09.03.2009;0.00129421013234563
10.03.2009;0.000995513780343184
11.03.2009;0.00101183533221971
12.03.2009;0.000889739871265721
13.03.2009;0.000498641573776332
16.03.2009;0.00052628331220366
17.03.2009;0.000422552205048338
18.03.2009;0.00117581291509568
19.03.2009;0.000575575651929485
20.03.2009;0.000732479351452393
23.03.2009;0.000691315089797365
24.03.2009;0.00046194546393579
25.03.2009;0.000895296943508158
26.03.2009;0.00170262069943826
27.03.2009;0.000915659368749409
30.03.2009;0.000842095765833512
31.03.2009;0.0005154322830961
01.04.2009;0.00072084365310526
02.04.2009;0.000568160698828972
03.04.2009;0.000490127486797259
06.04.2009;0.000829344017668314
07.04.2009;0.000294730815976127
08.04.2009;0.000689716820411923
09.04.2009;0.000464915004671424
13.04.2009;0.000591391457734715
14.04.2009;0.00031472467902235
15.04.2009;0.00063857646549335
16.04.2009;0.000656587155480142
17.04.2009;0.000370085139715596
20.04.2009;0.000750853156646756
21.04.2009;0.000600996164238862
22.04.2009;0.000753591340625005
23.04.2009;0.00095647628404658
24.04.2009;0.000537568096366892
27.04.2009;0.000773495930381866
28.04.2009;0.000804785460822133
29.04.2009;0.000710791986358898
30.04.2009;0.000889071181308397
01.05.2009;0.000525567647748961
04.05.2009;0.000387876467321768
05.05.2009;0.000332522451800096
06.05.2009;0.000503419707952862
07.05.2009;0.0008889007974799
08.05.2009;0.000531192733075403
11.05.2009;0.000577031673687024
12.05.2009;0.000642925881852598
13.05.2009;0.000612531321991319
14.05.2009;0.00047651260727861
15.05.2009;0.00117889930307075
18.05.2009;0.000552028179277801
19.05.2009;0.000629610297348
20.05.2009;0.000509249834638245
21.05.2009;0.000863777675689525
22.05.2009;0.000318425441343851
26.05.2009;0.000414381415625748
27.05.2009;0.000565186839751775
28.05.2009;0.000830538285785954
29.05.2009;0.000983639789529735
01.06.2009;0.000319383503492731
02.06.2009;0.000695272315609897
03.06.2009;0.000344493596665553
04.06.2009;0.00062589200947677
05.06.2009;0.000514253966294706
08.06.2009;0.000467334839619041
09.06.2009;0.000431725621588039
10.06.2009;0.000357852188596138
11.06.2009;0.000577097672951757
12.06.2009;0.000568927637559614
15.06.2009;0.000256210286442579
16.06.2009;0.000477777509352505
17.06.2009;0.000324045737722211
18.06.2009;0.000389138232712984
19.06.2009;0.000199670675730523
22.06.2009;0.000290087698500777
23.06.2009;0.000304492653783809
24.06.2009;0.00026876705227334
25.06.2009;0.000702652793522503
26.06.2009;0.000528465101035747
29.06.2009;0.000391981887310882
30.06.2009;0.000250597459591516
01.07.2009;0.000273684995413605
02.07.2009;0.00104388055094781
06.07.2009;0.000475591173561461
07.07.2009;0.000258548542369923
08.07.2009;0.000255010106134011
09.07.2009;0.000314233724368649
10.07.2009;0.000478332192713631
13.07.2009;0.000304708920555796
14.07.2009;0.00021188638583633
15.07.2009;0.000380131125993655
16.07.2009;0.000260789734707866
17.07.2009;0.000234724352336726
20.07.2009;0.000343259231874428
21.07.2009;0.000194708902560974
22.07.2009;0.000189920409175748
23.07.2009;0.000347875400600189
24.07.2009;0.000222173893264846
27.07.2009;0.000799474340623043
28.07.2009;0.000657559536769087
29.07.2009;0.000429077603417637
30.07.2009;0.000516799817455525
31.07.2009;0.00036537141265368
03.08.2009;0.000314265374009588
04.08.2009;0.000212484223414064
05.08.2009;0.000429827530669026
06.08.2009;0.000261328925725431
07.08.2009;0.000204073345846221
10.08.2009;0.000141432566381564
11.08.2009;0.000209096637239707
12.08.2009;0.0010075286223911
13.08.2009;0.000418792886324323
14.08.2009;0.00054645683313986
17.08.2009;0.000283927567769772
18.08.2009;0.00191420686930084
19.08.2009;0.000264416908075999
20.08.2009;0.000160017896826401
21.08.2009;0.000153329761404399
24.08.2009;0.000131761196406559
25.08.2009;0.000245930303945901
26.08.2009;0.000238993563608368
27.08.2009;0.000105151538293793
28.08.2009;0.000200342270335458
31.08.2009;0.000222157317475932
01.09.2009;0.000488343021541148
02.09.2009;0.000348447730475801
03.09.2009;0.000144649599598566
04.09.2009;0.0002384272557949
08.09.2009;0.000257687142812379
09.09.2009;0.000192008321952783
10.09.2009;0.000212821913027876
11.09.2009;0.000123508451776494
14.09.2009;0.000188643500274646
15.09.2009;0.000235398934473369
16.09.2009;0.000148100366304096
17.09.2009;0.000149716555816596
18.09.2009;0.000176552900655944
21.09.2009;0.000385768719588297
22.09.2009;0.000149614746794929
23.09.2009;0.000188995771399305
24.09.2009;0.00024792818962942
25.09.2009;0.00023768330687007
28.09.2009;0.00018089739305188
29.09.2009;0.000129293280296106
30.09.2009;0.0002317009042871
01.10.2009;0.0012977870631829
02.10.2009;0.000361315624390292
05.10.2009;0.000408387270538306
06.10.2009;0.000188302244074262
07.10.2009;9.08396580595431e-05
08.10.2009;0.000211534404274029
09.10.2009;8.63554912142609e-05
12.10.2009;6.00582816029736e-05
13.10.2009;0.000133224117917608
14.10.2009;8.72397278709415e-05
15.10.2009;6.92454728866283e-05
16.10.2009;0.000182928422145357
19.10.2009;0.000120326804142273
20.10.2009;0.000213006255077047
21.10.2009;0.000382241663274592
22.10.2009;0.000286093458935482
23.10.2009;0.000356246169929759
26.10.2009;0.000360237651377186
27.10.2009;0.000417844124560065
28.10.2009;0.000279668104696423
29.10.2009;0.000247610460910048
30.10.2009;0.000669930389172175
02.11.2009;0.000435375030308077
03.11.2009;0.000307472722889221
04.11.2009;0.000248029983895094
05.11.2009;0.000244944127351603
06.11.2009;0.000265875915641897
09.11.2009;0.000117328128069437
10.11.2009;0.000169155167934494
11.11.2009;0.000177223153092084
12.11.2009;0.000147818244966875
13.11.2009;0.00053581909156765
16.11.2009;0.000254093857846478
17.11.2009;0.000187657274880671
18.11.2009;0.000118074488164257
19.11.2009;0.000183259620484525
20.11.2009;0.000111809825335004
23.11.2009;0.00011345466618896
24.11.2009;0.000131359197972429
25.11.2009;5.26873452033828e-05
30.11.2009;8.86078813098643e-05
01.12.2009;0.000106878680915605
02.12.2009;9.22560649187603e-05
03.12.2009;0.000111722325919057
04.12.2009;0.000465224029331191
07.12.2009;7.34105692687128e-05
08.12.2009;0.000223214641001802
09.12.2009;0.000128314950044049
10.12.2009;0.000130631717390704
11.12.2009;7.88263847260008e-05
14.12.2009;7.53629260254419e-05
15.12.2009;7.35715469928973e-05
16.12.2009;7.98834018961228e-05
17.12.2009;0.000138377035047
18.12.2009;9.39662238277879e-05
21.12.2009;0.000101114549740756
22.12.2009;5.17637888492744e-05
23.12.2009;9.02564817315098e-05
28.12.2009;4.45118063908863e-05
29.12.2009;6.15334153965582e-05
30.12.2009;0.000183108068302214
31.12.2009;0.000160185135147455
04.01.2010;0.000104742846274824
05.01.2010;0.000101129213991412
06.01.2010;7.965765385803e-05
07.01.2010;0.000111673232239363
08.01.2010;9.84058051001717e-05
11.01.2010;9.68612098538973e-05
12.01.2010;0.000115242236235501
13.01.2010;0.000128113320632563
14.01.2010;7.51610958528775e-05
15.01.2010;0.000161554233017655
19.01.2010;0.000122539807189184
20.01.2010;0.00011931548665438
21.01.2010;0.000236003664615857
22.01.2010;0.000200371200368834
25.01.2010;0.000177293588095529
26.01.2010;0.000148602773876548
27.01.2010;0.000242690182687047
28.01.2010;0.000247389734676295
29.01.2010;0.000326112091287932
01.02.2010;0.000230766342663626
02.02.2010;0.000129725919838433
03.02.2010;0.000200676552276455
04.02.2010;0.000254891181668069
05.02.2010;0.000628694397958949
08.02.2010;0.000200539321015923
09.02.2010;0.000251487182248056
10.02.2010;0.000255335408964048
11.02.2010;0.000249860568232091
12.02.2010;0.000419319115485339
16.02.2010;6.92452429613975e-05
17.02.2010;0.00016934875829737
18.02.2010;0.000133813081621259
19.02.2010;0.000111022624604487
22.02.2010;5.07988457990518e-05
23.02.2010;0.000133791014027612
24.02.2010;0.000121865471479874
25.02.2010;0.000241300040300907
26.02.2010;0.000164127464516755
01.03.2010;0.00013373952012707
02.03.2010;0.000117606059151183
03.03.2010;4.70939471828901e-05
04.03.2010;0.000115828433035186
05.03.2010;8.39651967824931e-05
08.03.2010;4.56559280941074e-05
09.03.2010;6.29296348573538e-05
10.03.2010;0.000204494797106607
11.03.2010;7.32184977415174e-05
12.03.2010;8.81648435525389e-05
15.03.2010;5.89779934224304e-05
16.03.2010;6.90467556582333e-05
17.03.2010;7.36482957511122e-05
18.03.2010;0.000140325339443601
19.03.2010;7.27820939613986e-05
22.03.2010;8.51032783875173e-05
23.03.2010;6.58188257549218e-05
24.03.2010;5.22860020873272e-05
25.03.2010;7.80581785615498e-05
26.03.2010;0.000113448758810182
29.03.2010;6.49150164477034e-05
30.03.2010;6.27412501338818e-05
31.03.2010;0.000101119435544404
01.04.2010;0.000133849557688113
05.04.2010;3.73937396668845e-05
06.04.2010;5.60499805404726e-05
07.04.2010;0.000110092723122282
08.04.2010;0.000147919793931311
09.04.2010;5.44400129863224e-05
12.04.2010;5.84648755967363e-05
13.04.2010;6.67674536092786e-05
14.04.2010;8.51435959776952e-05
15.04.2010;0.000220669232851647
16.04.2010;0.000214767157771903
19.04.2010;0.000135329223588704
20.04.2010;0.000101326814861564
21.04.2010;0.000107793624777178
22.04.2010;0.000226738253601541
23.04.2010;0.000140416834072747
26.04.2010;0.000115917382469646
27.04.2010;0.000241761951072267
28.04.2010;0.000149234189838438
29.04.2010;7.10767342760946e-05
30.04.2010;0.000237393818955346
03.05.2010;0.000119270771116739
04.05.2010;0.000389778003510475
05.05.2010;0.000338498611408042
06.05.2010;0.00493646954249839
07.05.2010;0.00122239975663788
10.05.2010;0.000404708063136834
11.05.2010;0.000235393410548274
12.05.2010;0.000175363674675882
13.05.2010;0.000265034717857493
14.05.2010;0.000425224189466663
17.05.2010;0.000264395403085151
18.05.2010;0.00106170072822753
19.05.2010;0.000501240425581548
20.05.2010;0.00065534836177311
21.05.2010;0.000826086050477927
24.05.2010;0.000204819826536989
25.05.2010;0.000492282971687188
26.05.2010;0.000369897347580144
27.05.2010;0.000190256890172033
28.05.2010;0.000280553693286638
01.06.2010;0.000293154589387018
02.06.2010;0.000129716101121224
03.06.2010;0.000255511068351591
04.06.2010;0.000299078564673304
07.06.2010;0.000300218156103216
08.06.2010;0.000626824244544566
09.06.2010;0.000362467054612662
10.06.2010;0.000348735063830095
11.06.2010;0.00024578666091007
14.06.2010;0.000283309848561536
15.06.2010;0.000162144479074706
16.06.2010;0.000153131886712924
17.06.2010;0.000179890526711879
18.06.2010;0.000104277845955603
21.06.2010;0.000182191422322264
22.06.2010;0.000303881308608775
23.06.2010;0.000315023764208634
24.06.2010;0.00030345720468836
25.06.2010;0.000323659171701393
28.06.2010;0.000236329696708485
29.06.2010;0.000446643651693193
30.06.2010;0.000318400880667413
01.07.2010;0.000548724834060526
02.07.2010;0.000308872089642052
06.07.2010;0.000341783450814852
07.07.2010;0.000192495900921784
08.07.2010;0.00022562554838277
09.07.2010;0.000173060174357135
12.07.2010;0.000219139920266863
13.07.2010;0.000202379790462352
14.07.2010;0.000221607926786958
15.07.2010;0.000180231138900959
16.07.2010;0.000309753289991863
19.07.2010;0.000327405062384525
20.07.2010;0.000262898484335382
21.07.2010;0.000381422254397177
22.07.2010;0.000362439013958321
23.07.2010;0.000277784504256923
26.07.2010;0.000129504546426384
27.07.2010;0.000180281417419884
28.07.2010;0.000239812698350452
29.07.2010;0.000485818733147127
30.07.2010;0.000232022173911707
02.08.2010;0.000275769943162796
03.08.2010;0.000247668801544266
04.08.2010;0.000307329424630585
05.08.2010;9.8944720180598e-05
06.08.2010;0.000332943995600399
09.08.2010;0.000113751505386563
10.08.2010;0.000243917374977773
11.08.2010;0.000346681729440496
12.08.2010;0.000249095483138904
13.08.2010;0.000468222575156334
16.08.2010;0.000263532905354891
17.08.2010;0.000274875510731967
18.08.2010;0.00035597290462353
19.08.2010;0.000345313592599898
20.08.2010;0.000189668131821231
23.08.2010;0.000229449533550143
24.08.2010;0.000244921916324312
25.08.2010;0.000297542328364739
26.08.2010;0.000281111601392921
27.08.2010;0.00055477306975938
30.08.2010;0.000142269676361309
31.08.2010;0.000461608459179585
01.09.2010;0.000372466687380448
02.09.2010;0.000284831216463419
03.09.2010;0.000166809189697268
07.09.2010;0.000177603058038111
08.09.2010;0.000162117353630012
09.09.2010;0.000337047123168879
10.09.2010;0.000169705724580399
13.09.2010;0.000145358690835694
14.09.2010;0.000118252697496475
15.09.2010;0.000272500944535513
16.09.2010;0.000159811699957367
17.09.2010;0.000645474535018732
20.09.2010;0.000180895483793718
21.09.2010;0.000172358190496442
22.09.2010;0.000236105784912644
23.09.2010;0.000337108452990003
24.09.2010;0.000237647490542343
27.09.2010;0.00027704552748411
28.09.2010;0.000332454077142099
29.09.2010;0.000271659011903262
30.09.2010;0.000660794644273063
01.10.2010;0.000330870577322884
04.10.2010;0.000236700882436757
05.10.2010;0.000143134231345859
06.10.2010;0.000169551945320716
07.10.2010;0.000320206594615968
08.10.2010;0.000155608259873167
11.10.2010;0.00013332701875532
12.10.2010;0.000256747536808021
13.10.2010;0.00013703889534333
14.10.2010;0.000131273266397892
15.10.2010;0.000274036223132602
18.10.2010;0.000133369330305344
19.10.2010;0.000425462665603392
20.10.2010;0.000210595540823131
21.10.2010;0.000186507165637404
22.10.2010;0.000150702854990656
25.10.2010;0.000149805584389265
26.10.2010;0.000179359582847849
27.10.2010;0.000178625967825853
28.10.2010;0.000241691344652802
29.10.2010;0.000142855724398962
01.11.2010;0.000195954794136341
02.11.2010;0.000136612257737569
03.11.2010;0.000289793006168582
04.11.2010;0.000136522763880018
05.11.2010;0.000103236344251409
08.11.2010;0.00013980999867046
09.11.2010;0.000152206161741598
10.11.2010;0.000210282642021118
11.11.2010;0.000280824346983687
12.11.2010;0.000703598142581639
15.11.2010;0.000233674052380037
16.11.2010;0.000214592667849956
17.11.2010;0.000169621343327556
18.11.2010;0.000235782296110402
19.11.2010;0.000103062404421725
22.11.2010;0.000183254739070078
23.11.2010;0.000231861411505857
24.11.2010;0.000179129238891867
29.11.2010;0.0002710587751409
30.11.2010;0.000136272227179866
01.12.2010;0.000148061802780005
02.12.2010;0.00019508350739669
03.12.2010;0.000193361626783239
06.12.2010;0.000134454357882109
07.12.2010;9.29074679665029e-05
08.12.2010;0.000147457570663171
09.12.2010;4.06674950795925e-05
10.12.2010;0.000164914426541952
13.12.2010;0.00012905394646716
14.12.2010;0.000114027545044748
15.12.2010;0.000145431227467737
16.12.2010;0.00121796377471127
17.12.2010;0.000242076393373288
20.12.2010;0.000576383050029936
21.12.2010;0.000111465203458577
22.12.2010;9.20775186246651e-05
23.12.2010;0.000127123506129521
27.12.2010;0.000133400450189598
28.12.2010;9.94421716681481e-05
29.12.2010;6.794424490265e-05
30.12.2010;7.82666010645735e-05
31.12.2010;0.000159291102195188
03.01.2011;0.000166963295965294
04.01.2011;7.03730696431692e-05
05.01.2011;8.03767365812396e-05
06.01.2011;9.86868547560834e-05
07.01.2011;0.000128748023195134
10.01.2011;0.000174775388425844
11.01.2011;0.00011539973528969
12.01.2011;6.72619552771921e-05
13.01.2011;7.31679672464048e-05
14.01.2011;0.000103155538704011
18.01.2011;0.00012704303594136
19.01.2011;0.000205977558171321
20.01.2011;0.000266490856670636
21.01.2011;0.000167526820275883
24.01.2011;8.73132137647299e-05
25.01.2011;0.000329054832274005
26.01.2011;0.000100181590969178
27.01.2011;0.000104421118123639
28.01.2011;0.00019076046737151
31.01.2011;0.000132649640457273
01.02.2011;0.000141005555713488
02.02.2011;0.00010757147106014
03.02.2011;0.000249691809935823
04.02.2011;0.000193959611503123
07.02.2011;0.00015724942532889
08.02.2011;0.000116074589786207
09.02.2011;0.000214525476630588
10.02.2011;0.000161037499137317
11.02.2011;0.000223007080815198
14.02.2011;9.16374512710317e-05
15.02.2011;0.000891407665175721
16.02.2011;0.000236249601370096
17.02.2011;0.000114597609559163
18.02.2011;0.000155757815159991
22.02.2011;0.000324080460562199
23.02.2011;0.000347140882435814
24.02.2011;0.000496797935331034
25.02.2011;0.000155455511219835
28.02.2011;0.000172253363377639
01.03.2011;0.000228231327126986
02.03.2011;0.00031992423763422
03.03.2011;0.000197386812847546
04.03.2011;0.00076536499292008
07.03.2011;0.000277337097078233
08.03.2011;6.78043262921589e-05
09.03.2011;0.000453316885725888
10.03.2011;0.00036381680059085
11.03.2011;0.00034425001603331
14.03.2011;0.000221473785205266
15.03.2011;0.000269278926420186
16.03.2011;0.000543620518291187
17.03.2011;0.000388232730980813
18.03.2011;0.000230062896298633
21.03.2011;0.00017723961363727
22.03.2011;0.000149857106681765
23.03.2011;0.000104644543476733
24.03.2011;0.000157466407291697
25.03.2011;0.000101122129653456
28.03.2011;0.000106728277087638
29.03.2011;0.000157256501037919
30.03.2011;8.03472020038363e-05
31.03.2011;7.93643821990359e-05
01.04.2011;0.000106561287269032
04.04.2011;0.00019257139322082
05.04.2011;0.000173928651177267
06.04.2011;0.000131560763467763
07.04.2011;0.000290632511785655
08.04.2011;0.000151961488373357
11.04.2011;0.000136649871381859
12.04.2011;0.000168131936141463
13.04.2011;0.0015228315829982
14.04.2011;0.000130890682151299
15.04.2011;0.000617532383306162
18.04.2011;0.000406767089914728
19.04.2011;0.000137702212340079
20.04.2011;0.000326466540020479
21.04.2011;8.95672130097613e-05
25.04.2011;0.000115583364931269
26.04.2011;0.000275093446204286
27.04.2011;9.21648920643255e-05
28.04.2011;0.000169493781901735
29.04.2011;0.000105637508308997
02.05.2011;0.000129873101821628
03.05.2011;0.000156450911717645
04.05.2011;0.000200514791444281
05.05.2011;0.000271159999350136
06.05.2011;0.000247079414321211
09.05.2011;0.000128733822828678
10.05.2011;0.000109833571840021
11.05.2011;0.000123646406152166
12.05.2011;0.000180955153199492
13.05.2011;0.0011821168691061
16.05.2011;0.000187400125679549
17.05.2011;0.000296698034586843
18.05.2011;0.000134822605035602
19.05.2011;0.000144453183244022
20.05.2011;0.000130662607102163
23.05.2011;0.000166898370802046
24.05.2011;0.000116370729802026
25.05.2011;0.00010445985956289
26.05.2011;8.10931324032888e-05
27.05.2011;7.39656791552744e-05
31.05.2011;0.000113498171468654
01.06.2011;0.000257302823355811
02.06.2011;0.000247732889898392
03.06.2011;0.000192999752303725
06.06.2011;9.96085727735042e-05
07.06.2011;0.000131166606040275
08.06.2011;0.000136661381147862
09.06.2011;0.000106598132275824
10.06.2011;0.000171274651140537
13.06.2011;0.000150534421082798
14.06.2011;0.000244341450181659
15.06.2011;0.000236076511623883
16.06.2011;0.000358544414581769
17.06.2011;0.000175045229421758
20.06.2011;0.000202074232567733
21.06.2011;0.000153633255444018
22.06.2011;0.000151584234056025
23.06.2011;0.0005518944263255
24.06.2011;0.00018119938528782
27.06.2011;0.000157078044394523
28.06.2011;0.000257857732062288
29.06.2011;8.48806837996535e-05
30.06.2011;0.000258152642138925
01.07.2011;0.000175388149257361
05.07.2011;0.000152204360987359
06.07.2011;0.000100308455223317
07.07.2011;0.00016956606263778
08.07.2011;0.00303992230983591
11.07.2011;0.000133082837746366
12.07.2011;0.000280040856447809
13.07.2011;0.000359592699086041
14.07.2011;0.000211976827777539
15.07.2011;0.000232222336251538
18.07.2011;0.000249474170416464
19.07.2011;0.000231305301529675
20.07.2011;0.000140503515687512
21.07.2011;0.000242563916837273
22.07.2011;0.00013560711225995
25.07.2011;0.000115433180465514
26.07.2011;0.000366894345240131
27.07.2011;0.000340134654193463
28.07.2011;0.000286119870465734
29.07.2011;0.000436962814595382
01.08.2011;0.000353641188776703
02.08.2011;0.000444038041744162
03.08.2011;0.000606261044851308
04.08.2011;0.000674411125734185
05.08.2011;0.00256632729802639
08.08.2011;0.00213520367415226
09.08.2011;0.00226104001061169
10.08.2011;0.00155570764483988
11.08.2011;0.00172468900664255
12.08.2011;0.00143423067156579
15.08.2011;0.000517008100518615
16.08.2011;0.00248778707707796
17.08.2011;0.000507217603160127
18.08.2011;0.00137456350024902
19.08.2011;0.000901121312865669
22.08.2011;0.00078555392472642
23.08.2011;0.000779058571303068
24.08.2011;0.000611445181458591
25.08.2011;0.00106935446811114
26.08.2011;0.00139993476562648
29.08.2011;0.000535366239881404
30.08.2011;0.00070701184453623
31.08.2011;0.00054977220965998
01.09.2011;0.000673110728820024
02.09.2011;0.00060452131953885
06.09.2011;0.00074844408901512
07.09.2011;0.000342288520399026
08.09.2011;0.000769312088467376
09.09.2011;0.00096980684965119
12.09.2011;0.000830145683603421
13.09.2011;0.00103347182300512
14.09.2011;0.000890968075600016
15.09.2011;0.000552385235031613
16.09.2011;0.000456165910204403
19.09.2011;0.000735184880607169
20.09.2011;0.000640283870619456
21.09.2011;0.0010204121507539
22.09.2011;0.000733804197471435
23.09.2011;0.000896136182575404
26.09.2011;0.000655178767178869
27.09.2011;0.000586908590699309
28.09.2011;0.00414536776770138
29.09.2011;0.00132932274124852
30.09.2011;0.00139552947001435
03.10.2011;0.00131541032915001
04.10.2011;0.00180418007065841
05.10.2011;0.00120352436297406
06.10.2011;0.00095739439298229
07.10.2011;0.00243471414301078
10.10.2011;0.000523337333940241
11.10.2011;0.000545608447928985
12.10.2011;0.00045198847385333
13.10.2011;0.00153283302004965
14.10.2011;0.000513682430244609
17.10.2011;0.000460347216931087
18.10.2011;0.000711863761841756
19.10.2011;0.000630954045278509
20.10.2011;0.000932808983273872
21.10.2011;0.000636326988368444
24.10.2011;0.000750490449126313
25.10.2011;0.00117721101761389
26.10.2011;0.000932332772179537
27.10.2011;0.000689446516438631
28.10.2011;0.000563212703546413
31.10.2011;0.000818543893246797
01.11.2011;0.00130782244996393
02.11.2011;0.000653611278294194
03.11.2011;0.000656343004547881
04.11.2011;0.000512393021462693
07.11.2011;0.000567511225627449
08.11.2011;0.000791685981910866
09.11.2011;0.000627379696383192
10.11.2011;0.000626902917356397
11.11.2011;0.000372533854928
14.11.2011;0.000578217653075983
15.11.2011;0.000816350352674996
16.11.2011;0.00181032693612085
17.11.2011;0.000811200024251733
18.11.2011;0.000666401092636615
21.11.2011;0.00098382281313313
22.11.2011;0.000489514061459341
23.11.2011;0.000556746490003511
28.11.2011;0.000494461199360071
29.11.2011;0.000359690323163488
30.11.2011;0.000464615984666509
01.12.2011;0.000325106270323947
02.12.2011;0.000364859492880425
05.12.2011;0.000427998656083872
06.12.2011;0.000247975401719519
07.12.2011;0.000410944805155638
08.12.2011;0.000623593534440809
09.12.2011;0.000360153408993976
12.12.2011;0.000494992725712184
13.12.2011;0.000357628154895995
14.12.2011;0.000504640673902759
15.12.2011;0.000446565147805477
16.12.2011;0.000240712300010557
19.12.2011;0.000265093718181228
20.12.2011;0.000270754760115904
21.12.2011;0.000348428498341444
22.12.2011;0.000292381056283228
23.12.2011;0.000131687750821852
27.12.2011;0.000181617980728007
28.12.2011;0.000191349455005487
29.12.2011;0.000163015059841803
30.12.2011;0.000123511219124271
03.01.2012;0.00055706242015805
04.01.2012;0.000188681045015395
05.01.2012;0.000607587167706481
06.01.2012;0.000304292811089327
09.01.2012;0.000244587840467298
10.01.2012;0.0004013558776497
11.01.2012;0.000289706540470143
12.01.2012;0.000278359501686406
13.01.2012;0.000197182016420637
17.01.2012;0.000125994086495659
18.01.2012;0.000162491713291075
19.01.2012;0.000186950751192945
20.01.2012;0.000162148761634229
23.01.2012;0.000160388629315077
24.01.2012;0.000339804144916355
25.01.2012;0.000376246980066608
26.01.2012;0.000386284324794093
27.01.2012;0.000218901005975511
30.01.2012;0.000187905378573188
31.01.2012;0.000282383659943102
01.02.2012;0.000222658097007052
02.02.2012;0.000200096644558372
03.02.2012;0.00011595191433763
06.02.2012;0.000101633339371408
07.02.2012;0.000116527233292156
08.02.2012;0.000130195878308819
09.02.2012;0.000245019656412247
10.02.2012;0.000281653071561265
13.02.2012;0.000226677460993305
14.02.2012;0.000288836903877499
15.02.2012;0.000367032316212427
16.02.2012;0.00069105365002171
17.02.2012;0.000120551988377765
21.02.2012;0.000186652002004657
22.02.2012;0.000255951105069097
23.02.2012;0.000131602445764121
24.02.2012;0.000140619848657381
27.02.2012;0.000249220426822542
28.02.2012;0.000123488568340716
29.02.2012;0.000236701813702165
01.03.2012;0.000243955015885082
02.03.2012;0.000119927572766442
05.03.2012;0.000143181499399583
06.03.2012;0.00014675941734693
07.03.2012;0.000158444830059563
08.03.2012;0.000470316407782655
09.03.2012;0.000190254682088869
12.03.2012;0.000123481541638517
13.03.2012;0.00128429248003933
14.03.2012;0.00011043501902798
15.03.2012;0.000153206059225851
16.03.2012;7.51851435085449e-05
19.03.2012;0.000131245798749832
20.03.2012;0.000103101453863306
21.03.2012;0.000160456658475694
22.03.2012;0.000210297768394361
23.03.2012;9.67420914305731e-05
26.03.2012;7.84051156419009e-05
27.03.2012;0.000219221258706336
28.03.2012;0.000274296929591483
29.03.2012;0.000108181195612243
02.04.2012;0.000152617952190275
03.04.2012;0.000101349506229423
04.04.2012;0.000118390381744835
05.04.2012;0.000205077425021898
09.04.2012;8.07433686475456e-05
10.04.2012;0.000248524125662101
11.04.2012;0.000119333414703742
12.04.2012;0.000135514204577737
13.04.2012;0.00011490868353739
16.04.2012;0.00017510644051733
17.04.2012;9.29830484668046e-05
18.04.2012;0.00010509625942872
19.04.2012;0.000357139593585062
20.04.2012;0.000167565593225771
23.04.2012;0.00026858430658254
24.04.2012;0.000228425961151035
25.04.2012;0.00021700353228179
26.04.2012;0.000108834903546238
27.04.2012;0.000149224592611084
30.04.2012;0.000122227420022893
01.05.2012;0.000307591714226451
02.05.2012;0.0002291734389714
03.05.2012;0.000242725947257635
04.05.2012;0.000163709998563038
07.05.2012;0.000210107154954089
08.05.2012;0.000257009841700333
09.05.2012;0.000206747447980386
10.05.2012;0.000210562908897637
